sample_index,node_address,timestamp_sec,x,y,z,magnitude_xy,magnitude_xyz,base_rssi,node_rssi
2831,56384,24.3205,-0.0153809,-0.0117139,0,0.0193336,0.0193336,-39,-39
2832,56384,24.3284,-0.0167503,-0.012042,0,0.0206296,0.0206296,-39,-39
2833,56384,24.336,-0.0159003,-0.00869833,0,0.0181241,0.0181241,-38,-39
2834,56384,24.3449,-0.0156642,-0.0110108,0,0.0191469,0.0191469,-39,-39
2835,56384,24.3518,-0.0160577,-0.0107452,0,0.0193212,0.0193212,-39,-39
2836,56384,24.3588,-0.0170336,-0.0110108,0,0.0202825,0.0202825,-39,-39
2837,56384,24.3663,-0.0147198,-0.0126357,0,0.0193993,0.0193993,-38,-39
2838,56384,24.3745,-0.0151605,-0.0108702,0,0.0186548,0.0186548,-39,-39
2839,56384,24.3827,-0.0142633,-0.00902645,0,0.0168796,0.0168796,-39,-39
2840,56384,24.3907,-0.0164512,-0.00974518,0,0.019121,0.019121,-38,-38
2841,56384,24.3986,-0.0147041,-0.0107295,0,0.0182025,0.0182025,-39,-39
2842,56384,24.4062,-0.0143578,-0.0111358,0,0.0181701,0.0181701,-38,-39
2843,56384,24.4141,-0.0143106,-0.00799523,0,0.0163926,0.0163926,-39,-39
2844,56384,24.4216,-0.0147355,-0.00877646,0,0.0171512,0.0171512,-39,-39
2845,56384,24.4293,-0.0140272,-0.0131982,0,0.0192602,0.0192602,-39,-39
2846,56384,24.437,-0.0143106,-0.0115889,0,0.0184145,0.0184145,-39,-39
2847,56384,24.4448,-0.0145309,-0.00958893,0,0.0174096,0.0174096,-39,-39
2848,56384,24.4528,-0.0141689,-0.00913582,0,0.0168589,0.0168589,-39,-39
2849,56384,24.4603,-0.0142633,-0.010667,0,0.0178109,0.0178109,-38,-39
2850,56384,24.4685,-0.0157744,-0.0114639,0,0.0195001,0.0195001,-39,-39
2851,56384,24.4762,-0.0152865,-0.0129326,0,0.0200232,0.0200232,-39,-39
2852,56384,24.4839,-0.0150346,-0.0088077,0,0.0174246,0.0174246,-38,-39
2853,56384,24.4927,-0.0153179,-0.00952644,0,0.0180386,0.0180386,-39,-38
2854,56384,24.5002,-0.0163411,-0.00963581,0,0.0189705,0.0189705,-39,-39
2855,56384,24.5079,-0.0163253,-0.0113389,0,0.0198768,0.0198768,-38,-39
2856,56384,24.516,-0.0154911,-0.0126826,0,0.0200205,0.0200205,-39,-39
2857,56384,24.5234,-0.0137282,-0.0107295,0,0.0174237,0.0174237,-39,-39
2858,56384,24.5315,-0.0153337,-0.0106827,0,0.018688,0.018688,-39,-39
2859,56384,24.539,-0.0153179,-0.0116983,0,0.019274,0.019274,-39,-39
2860,56384,24.5468,-0.0149087,-0.0129795,0,0.019767,0.019767,-39,-39
2861,56384,24.5551,-0.0154124,-0.010167,0,0.0184638,0.0184638,-39,-39
2862,56384,24.5625,-0.0151448,-0.00930769,0,0.0177763,0.0177763,-38,-39
2863,56384,24.5707,-0.0148772,-0.00971393,0,0.0177677,0.0177677,-39,-38
2864,56384,24.5782,-0.0138069,-0.0134482,0,0.0192739,0.0192739,-39,-39
2865,56384,24.5865,-0.0132402,-0.0135263,0,0.0189279,0.0189279,-39,-39
2866,56384,24.5943,-0.0152392,-0.00849521,0,0.0174471,0.0174471,-38,-39
2867,56384,24.6019,-0.0152707,-0.0102295,0,0.0183804,0.0183804,-39,-39
2868,56384,24.6092,-0.0149874,-0.0114326,0,0.0188501,0.0188501,-38,-39
2869,56384,24.617,-0.0149087,-0.0114014,0,0.0187686,0.0187686,-38,-39
2870,56384,24.6248,-0.0144522,-0.00929207,0,0.0171817,0.0171817,-39,-39
2871,56384,24.6332,-0.0147828,-0.00805772,0,0.0168362,0.0168362,-38,-39
2872,56384,24.6408,-0.0152707,-0.011542,0,0.0191419,0.0191419,-38,-38
2873,56384,24.6566,-0.0157272,-0.011292,0,0.0193611,0.0193611,-39,-38
2874,56384,24.6637,-0.0138541,-0.0108077,0,0.017571,0.017571,-38,-38
2875,56384,24.6717,-0.0150976,-0.0104483,0,0.0183604,0.0183604,-39,-38
2876,56384,24.6799,-0.0171595,-0.0109326,0,0.0203463,0.0203463,-39,-39
2877,56384,24.6876,-0.0150818,-0.0132295,0,0.0200619,0.0200619,-38,-39
2878,56384,24.6953,-0.0149402,-0.0129013,0,0.0197396,0.0197396,-39,-38
2879,56384,24.703,-0.0156957,-0.00962018,0,0.0184093,0.0184093,-39,-39
2880,56384,24.7108,-0.01568,-0.0108702,0,0.0190793,0.0190793,-38,-39
2881,56384,24.7191,-0.0164512,-0.0105264,0,0.0195307,0.0195307,-38,-38
2882,56384,24.7265,-0.0148615,-0.0135263,0,0.0200954,0.0200954,-38,-38
2883,56384,24.7341,-0.0152235,-0.00843271,0,0.017403,0.017403,-38,-39
2884,56384,24.7424,-0.0145152,-0.00805772,0,0.0166017,0.0166017,-38,-38
2885,56384,24.7501,-0.0144837,-0.0111826,0,0.0182983,0.0182983,-38,-38
2886,56384,24.7579,-0.0149402,-0.0115733,0,0.0188984,0.0188984,-38,-38
2887,56384,24.7658,-0.014893,-0.00946394,0,0.0176456,0.0176456,-38,-38
2888,56384,24.773,-0.0149402,-0.00869833,0,0.0172878,0.0172878,-38,-38
2889,56384,24.7815,-0.0145152,-0.00935457,0,0.0172684,0.0172684,-38,-38
2890,56384,24.7885,-0.0151605,-0.0115889,0,0.0190826,0.0190826,-38,-38
2891,56384,24.7959,-0.0153494,-0.0112451,0,0.0190278,0.0190278,-38,-38
2892,56384,24.8041,-0.0137124,-0.0117139,0,0.0180346,0.0180346,-38,-38
2893,56384,24.8118,-0.0135708,-0.0113389,0,0.0176844,0.0176844,-38,-38
2894,56384,24.8198,-0.0138856,-0.010417,0,0.0173587,0.0173587,-37,-38
2895,56384,24.8283,-0.0154911,-0.010042,0,0.0184612,0.0184612,-38,-38
2896,56384,24.8361,-0.0147355,-0.0120889,0,0.0190598,0.0190598,-38,-38
2897,56384,24.8438,-0.015617,-0.00902645,0,0.0180379,0.0180379,-37,-38
2898,56384,24.852,-0.0147198,-0.00838584,0,0.0169409,0.0169409,-38,-38
2899,56384,24.8593,-0.0157429,-0.0111826,0,0.0193104,0.0193104,-38,-38
2900,56384,24.8679,-0.01568,-0.0126045,0,0.020118,0.020118,-37,-38
2901,56384,24.8745,-0.0138384,-0.0129326,0,0.0189408,0.0189408,-38,-37
2902,56384,24.8903,-0.0154439,-0.00990143,0,0.0183453,0.0183453,-38,-38
2903,56384,24.8985,-0.0153966,-0.0119639,0,0.0194985,0.0194985,-38,-38
2904,56384,24.9058,-0.0145624,-0.012792,0,0.0193829,0.0193829,-38,-38
2905,56384,24.9137,-0.0154124,-0.00907332,0,0.0178848,0.0178848,-37,-38
2906,56384,24.9217,-0.0148615,-0.00968268,0,0.0177375,0.0177375,-38,-38
2907,56384,24.9295,-0.0145781,-0.0108233,0,0.0181567,0.0181567,-38,-38
2908,56384,24.9372,-0.0161049,-0.0106514,0,0.0193086,0.0193086,-37,-38
2909,56384,24.9455,-0.0153966,-0.0113076,0,0.0191029,0.0191029,-38,-38
2910,56384,24.9528,-0.0158059,-0.00983893,0,0.018618,0.018618,-37,-38
2911,56384,24.961,-0.0134763,-0.0113389,0,0.017612,0.017612,-38,-38
2912,56384,24.9689,-0.0150031,-0.010542,0,0.0183365,0.0183365,-38,-38
2913,56384,24.9765,-0.0152707,-0.0115264,0,0.0191325,0.0191325,-37,-38
2914,56384,24.9847,-0.015255,-0.011917,0,0.0193579,0.0193579,-38,-38
2915,56384,25.0005,-0.0153809,-0.00962018,0,0.0181417,0.0181417,-37,-38
2916,56384,25.0097,-0.0159318,-0.00783898,0,0.0177559,0.0177559,-38,-38
2917,56384,25.0169,-0.0146568,-0.00760461,0,0.0165122,0.0165122,-38,-38
2918,56384,25.0236,-0.0149559,-0.0109483,0,0.0185349,0.0185349,-38,-38
2919,56384,25.0309,-0.0150661,-0.0104952,0,0.0183613,0.0183613,-38,-38
2920,56384,25.0389,-0.01483,-0.0106202,0,0.0182405,0.0182405,-38,-38
2921,56384,25.047,-0.0143893,-0.0131357,0,0.0194833,0.0194833,-38,-38
2922,56384,25.0544,-0.0150661,-0.0104014,0,0.0183078,0.0183078,-38,-37
2923,56384,25.0628,-0.0157114,-0.00763586,0,0.0174687,0.0174687,-38,-38
2924,56384,25.0702,-0.0142161,-0.0113389,0,0.0181843,0.0181843,-38,-38
2925,56384,25.0784,-0.015617,-0.0104639,0,0.0187985,0.0187985,-38,-38
2926,56384,25.0859,-0.0152865,-0.0100577,0,0.0182984,0.0182984,-38,-38
2927,56384,25.0937,-0.015255,-0.0113545,0,0.0190168,0.0190168,-37,-38
2928,56384,25.1018,-0.0136495,-0.00944831,0,0.0166006,0.0166006,-37,-38
2929,56384,25.1096,-0.013193,-0.010917,0,0.0171242,0.0171242,-38,-38
2930,56384,25.1177,-0.0149874,-0.0103858,0,0.0182342,0.0182342,-38,-38
2931,56384,25.1257,-0.0154124,-0.0119482,0,0.0195013,0.0195013,-37,-38
2932,56384,25.1326,-0.0150818,-0.0116983,0,0.0190869,0.0190869,-38,-38
2933,56384,25.1408,-0.01568,-0.00947956,0,0.0183228,0.0183228,-38,-38
2934,56384,25.1484,-0.0158216,-0.00933894,0,0.0183723,0.0183723,-37,-38
2935,56384,25.1564,-0.0149402,-0.0124326,0,0.0194365,0.0194365,-38,-38
2936,56384,25.1641,-0.0154124,-0.0108858,0,0.0188691,0.0188691,-38,-38
2937,56384,25.1717,-0.0163253,-0.00901082,0,0.018647,0.018647,-38,-38
2938,56384,25.18,-0.0156327,-0.00901082,0,0.0180438,0.0180438,-38,-38
2939,56384,25.1877,-0.0164198,-0.0121982,0,0.020455,0.020455,-38,-38
2940,56384,25.1953,-0.0140587,-0.0136982,0,0.0196288,0.0196288,-38,-38
2941,56384,25.2035,-0.0150661,-0.00960456,0,0.0178671,0.0178671,-38,-38
2942,56384,25.2109,-0.0150661,-0.00926082,0,0.0176847,0.0176847,-38,-38
2943,56384,25.2189,-0.015255,-0.0114483,0,0.0190729,0.0190729,-38,-38
2944,56384,25.2268,-0.0153337,-0.0110576,0,0.0189048,0.0189048,-38,-38
2945,56384,25.2342,-0.0138698,-0.0101827,0,0.0172064,0.0172064,-38,-38
2946,56384,25.2425,-0.0147198,-0.00962018,0,0.0175847,0.0175847,-38,-38
2947,56384,25.25,-0.0142319,-0.0107608,0,0.0178421,0.0178421,-38,-38
2948,56384,25.2584,-0.0139643,-0.0100108,0,0.0171819,0.0171819,-38,-38
2949,56384,25.2658,-0.01483,-0.0123545,0,0.0193019,0.0193019,-38,-38
2950,56384,25.2734,-0.0139171,-0.0104952,0,0.0174308,0.0174308,-38,-38
2951,56384,25.2817,-0.0147041,-0.00993267,0,0.0177445,0.0177445,-38,-38
2952,56384,25.2891,-0.0147355,-0.0100577,0,0.0178408,0.0178408,-38,-38
2953,56384,25.2971,-0.0159003,-0.0114326,0,0.0195838,0.0195838,-37,-38
2954,56384,25.3045,-0.0143893,-0.0137763,0,0.0199208,0.0199208,-38,-38
2955,56384,25.3117,-0.0152392,-0.0101827,0,0.0183281,0.0183281,-38,-38
2956,56384,25.3196,-0.0169077,-0.0100889,0,0.019689,0.019689,-38,-38
2957,56384,25.3275,-0.0159475,-0.0113701,0,0.0195858,0.0195858,-38,-38
2958,56384,25.3353,-0.0147513,-0.0148857,0,0.0209567,0.0209567,-38,-38
2959,56384,25.3432,-0.0144522,-0.0101202,0,0.0176433,0.0176433,-38,-38
2960,56384,25.3512,-0.0149874,-0.00840147,0,0.0171816,0.0171816,-37,-38
2961,56384,25.359,-0.0150818,-0.010167,0,0.0181887,0.0181887,-37,-38
2962,56384,25.3671,-0.01568,-0.0119795,0,0.0197324,0.0197324,-38,-38
2963,56384,25.3827,-0.0145624,-0.0108702,0,0.0181721,0.0181721,-37,-38
2964,56384,25.39,-0.0148457,-0.0100108,0,0.0179056,0.0179056,-38,-38
2965,56384,25.3976,-0.0158846,-0.0118545,0,0.0198204,0.0198204,-37,-38
2966,56384,25.4061,-0.0145152,-0.0108233,0,0.0181062,0.0181062,-38,-37
2967,56384,25.4139,-0.0126421,-0.0120107,0,0.0174379,0.0174379,-38,-38
2968,56384,25.422,-0.0147828,-0.011167,0,0.0185265,0.0185265,-37,-38
2969,56384,25.4297,-0.014043,-0.0100577,0,0.0172732,0.0172732,-38,-38
2970,56384,25.4375,-0.014893,-0.0116045,0,0.0188803,0.0188803,-38,-38
2971,56384,25.4452,-0.0146726,-0.011417,0,0.0185912,0.0185912,-37,-38
2972,56384,25.4534,-0.0138698,-0.0119951,0,0.0183373,0.0183373,-38,-38
2973,56384,25.461,-0.01483,-0.00940144,0,0.0175589,0.0175589,-38,-38
2974,56384,25.4686,-0.0160105,-0.00979205,0,0.0187675,0.0187675,-38,-38
2975,56384,25.4767,-0.0162781,-0.0117608,0,0.0200821,0.0200821,-38,-38
2976,56384,25.4847,-0.0155698,-0.0126826,0,0.0200815,0.0200815,-38,-38
2977,56384,25.4921,-0.0151763,-0.00785461,0,0.0170884,0.0170884,-37,-38
2978,56384,25.5003,-0.0153494,-0.00977643,0,0.0181984,0.0181984,-38,-38
2979,56384,25.5078,-0.016042,-0.0112295,0,0.0195818,0.0195818,-38,-38
2980,56384,25.5154,-0.0137911,-0.0129795,0,0.0189384,0.0189384,-37,-38
2981,56384,25.5234,-0.0161522,-0.0103389,0,0.0191777,0.0191777,-38,-38
2982,56384,25.5306,-0.0155068,-0.00888583,0,0.0178723,0.0178723,-37,-37
2983,56384,25.5387,-0.0145467,-0.0117608,0,0.0187062,0.0187062,-38,-38
2984,56384,25.5467,-0.0162781,-0.0101514,0,0.019184,0.019184,-38,-38
2985,56384,25.5541,-0.0143106,-0.0111201,0,0.0181232,0.0181232,-37,-38
2986,56384,25.5624,-0.0147198,-0.0119639,0,0.0189686,0.0189686,-38,-37
2987,56384,25.5697,-0.0154753,-0.0097608,0,0.0182964,0.0182964,-37,-38
2988,56384,25.5779,-0.0159318,-0.0103545,0,0.019001,0.019001,-37,-38
2989,56384,25.5858,-0.0162623,-0.00987018,0,0.0190233,0.0190233,-38,-38
2990,56384,25.5933,-0.0138384,-0.0113858,0,0.0179203,0.0179203,-37,-38
2991,56384,25.6014,-0.0138384,-0.00966706,0,0.0168805,0.0168805,-37,-37
2992,56384,25.6091,-0.0157744,-0.00960456,0,0.0184683,0.0184683,-37,-38
2993,56384,25.6166,-0.0169392,-0.00987018,0,0.019605,0.019605,-38,-37
2994,56384,25.6258,-0.0153809,-0.0134638,0,0.0204413,0.0204413,-37,-37
2995,56384,25.6323,-0.0153652,-0.00916707,0,0.017892,0.017892,-37,-38
2996,56384,25.6406,-0.0160577,-0.00854209,0,0.0181884,0.0181884,-37,-37
2997,56384,25.6481,-0.0145624,-0.0119326,0,0.0188269,0.0188269,-37,-37
2998,56384,25.6562,-0.0157744,-0.0117451,0,0.0196667,0.0196667,-37,-37
2999,56384,25.6643,-0.0153809,-0.0124326,0,0.0197773,0.0197773,-38,-37
3000,56384,25.6717,-0.0159475,-0.00968268,0,0.0186569,0.0186569,-37,-37
3001,56384,25.6797,-0.01568,-0.0107295,0,0.0189996,0.0189996,-38,-37
3002,56384,25.6939,-0.014468,-0.0125732,0,0.0191679,0.0191679,-37,-37
3003,56384,25.6947,-0.015617,-0.0115733,0,0.0194379,0.0194379,-37,-38
3004,56384,25.7024,-0.0145624,-0.0106045,0,0.0180144,0.0180144,-38,-37
3005,56384,25.7104,-0.0149717,-0.0112295,0,0.018715,0.018715,-38,-37
3006,56384,25.718,-0.0153652,-0.010167,0,0.0184244,0.0184244,-37,-38
3007,56384,25.7262,-0.0156013,-0.00841709,0,0.017727,0.017727,-37,-37
3008,56384,25.7342,-0.0145467,-0.0119326,0,0.0188147,0.0188147,-37,-37
3009,56384,25.7418,-0.0138226,-0.00963581,0,0.0168497,0.0168497,-37,-37
3010,56384,25.7507,-0.0143263,-0.0089327,0,0.016883,0.016883,-37,-37
3011,56384,25.7576,-0.0153494,-0.00947956,0,0.0180407,0.0180407,-37,-37
3012,56384,25.7654,-0.01483,-0.0118857,0,0.0190053,0.0190053,-37,-37
3013,56384,25.7732,-0.0132402,-0.0120576,0,0.0179078,0.0179078,-37,-37
3014,56384,25.7813,-0.0145781,-0.00913582,0,0.0172042,0.0172042,-37,-37
3015,56384,25.7889,-0.0153337,-0.00971393,0,0.0181516,0.0181516,-37,-37
3016,56384,25.7969,-0.0141846,-0.0125732,0,0.018955,0.018955,-37,-37
3017,56384,25.8048,-0.016042,-0.0127763,0,0.0205081,0.0205081,-37,-37
3018,56384,25.8124,-0.016042,-0.0099483,0,0.0188763,0.0188763,-37,-37
3019,56384,25.8206,-0.0159633,-0.0110576,0,0.019419,0.019419,-37,-37
3020,56384,25.828,-0.0160892,-0.0114014,0,0.0197194,0.0197194,-37,-37
3021,56384,25.8356,-0.0169549,-0.0104639,0,0.0199239,0.0199239,-37,-37
3022,56384,25.8428,-0.0158846,-0.0101202,0,0.0188345,0.0188345,-37,-37
3023,56384,25.8509,-0.0152392,-0.00999517,0,0.0182246,0.0182246,-37,-37
3024,56384,25.8585,-0.0137124,-0.00980768,0,0.0168589,0.0168589,-37,-37
3025,56384,25.8668,-0.015979,-0.00962018,0,0.0186515,0.0186515,-37,-37
3026,56384,25.8748,-0.0155226,-0.0108858,0,0.0189592,0.0189592,-37,-37
3027,56384,25.8825,-0.0135865,-0.0131513,0,0.018909,0.018909,-37,-37
3028,56384,25.8905,-0.0148772,-0.00890145,0,0.0173369,0.0173369,-37,-37
3029,56384,25.8985,-0.0137754,-0.00883895,0,0.0163673,0.0163673,-37,-37
3030,56384,25.9063,-0.0154124,-0.0114795,0,0.0192177,0.0192177,-37,-37
3031,56384,25.9146,-0.0141374,-0.0121514,0,0.018642,0.018642,-37,-37
3032,56384,25.9223,-0.0154281,-0.00951081,0,0.0181241,0.0181241,-37,-37
3033,56384,25.9295,-0.0144207,-0.00894833,0,0.0169715,0.0169715,-37,-37
3034,56384,25.9373,-0.0146568,-0.0109639,0,0.0183038,0.0183038,-37,-37
3035,56384,25.9453,-0.0152865,-0.0124326,0,0.0197039,0.0197039,-37,-37
3036,56384,25.953,-0.0156013,-0.0111983,0,0.0192042,0.0192042,-37,-37
3037,56384,25.9603,-0.0153179,-0.00805772,0,0.017308,0.017308,-37,-37
3038,56384,25.9682,-0.0146883,-0.0103702,0,0.0179802,0.0179802,-37,-37
3039,56384,25.9759,-0.0166873,-0.010417,0,0.0196719,0.0196719,-37,-37
3040,56384,25.9837,-0.0174901,-0.0112295,0,0.0207847,0.0207847,-37,-37
3041,56384,26.0005,-0.0154281,-0.0110264,0,0.0189633,0.0189633,-37,-37
3042,56384,26.0089,-0.0137439,-0.0104795,0,0.0172834,0.0172834,-37,-37
3043,56384,26.017,-0.0153337,-0.0100733,0,0.0183465,0.0183465,-37,-37
3044,56384,26.0232,-0.015979,-0.0126826,0,0.0204004,0.0204004,-37,-37
3045,56384,26.0312,-0.0143893,-0.010292,0,0.0176912,0.0176912,-37,-37
3046,56384,26.039,-0.0145624,-0.0103702,0,0.0178775,0.0178775,-37,-37
3047,56384,26.0469,-0.0144207,-0.0112764,0,0.0183061,0.0183061,-37,-37
3048,56384,26.0546,-0.0146568,-0.0123232,0,0.019149,0.019149,-37,-37
3049,56384,26.0624,-0.0157587,-0.0119639,0,0.0197856,0.0197856,-37,-37
3050,56384,26.0698,-0.0151291,-0.0088702,0,0.0175376,0.0175376,-37,-37
3051,56384,26.0781,-0.0149717,-0.00963581,0,0.0178045,0.0178045,-37,-37
3052,56384,26.0857,-0.0156642,-0.011042,0,0.0191649,0.0191649,-37,-37
3053,56384,26.0933,-0.0142161,-0.0113545,0,0.018194,0.018194,-37,-37
3054,56384,26.1015,-0.0142948,-0.00977643,0,0.0173182,0.0173182,-37,-37
3055,56384,26.109,-0.0144365,-0.00894833,0,0.0169848,0.0169848,-37,-37
3056,56384,26.1175,-0.0143735,-0.011042,0,0.0181252,0.0181252,-37,-37
3057,56384,26.1249,-0.0155698,-0.0110576,0,0.0190968,0.0190968,-37,-37
3058,56384,26.1322,-0.0154281,-0.0100733,0,0.0184255,0.0184255,-37,-37
3059,56384,26.1405,-0.0138698,-0.00979205,0,0.0169781,0.0169781,-37,-37
3060,56384,26.1483,-0.0153179,-0.0113233,0,0.0190488,0.0190488,-37,-37
3061,56384,26.1559,-0.0154911,-0.0112139,0,0.0191239,0.0191239,-37,-37
3062,56384,26.1642,-0.0157272,-0.0129795,0,0.0203914,0.0203914,-37,-37
3063,56384,26.1719,-0.0161994,-0.0127139,0,0.0205928,0.0205928,-37,-37
3064,56384,26.1798,-0.0152235,-0.00990143,0,0.0181602,0.0181602,-37,-37
3065,56384,26.1874,-0.0150661,-0.00930769,0,0.0177093,0.0177093,-37,-37
3066,56384,26.1951,-0.0160105,-0.0118076,0,0.0198936,0.0198936,-37,-37
3067,56384,26.2027,-0.0140745,-0.013292,0,0.0193589,0.0193589,-37,-37
3068,56384,26.2108,-0.0149874,-0.0088702,0,0.0174156,0.0174156,-37,-37
3069,56384,26.2187,-0.0141689,-0.00712025,0,0.0158574,0.0158574,-37,-37
3070,56384,26.2265,-0.0143263,-0.0115264,0,0.0183875,0.0183875,-37,-37
3071,56384,26.2344,-0.0158846,-0.0108858,0,0.0192567,0.0192567,-37,-37
3072,56384,26.2421,-0.0143106,-0.00924519,0,0.0170372,0.0170372,-37,-37
3073,56384,26.2498,-0.0150818,-0.00876083,0,0.0174417,0.0174417,-37,-37
3074,56384,26.2575,-0.0145152,-0.00969831,0,0.017457,0.017457,-37,-37
3075,56384,26.2656,-0.0149874,-0.0108858,0,0.0185236,0.0185236,-37,-37
3076,56384,26.2733,-0.014342,-0.0107139,0,0.017902,0.017902,-37,-37
3077,56384,26.2809,-0.0134291,-0.00933894,0,0.0163572,0.0163572,-37,-37
3078,56384,26.2886,-0.0128467,-0.0108077,0,0.0167882,0.0167882,-37,-37
3079,56384,26.2962,-0.0144522,-0.0104014,0,0.0178061,0.0178061,-37,-37
3080,56384,26.304,-0.0157114,-0.0110264,0,0.0191946,0.0191946,-37,-37
3081,56384,26.3122,-0.0158846,-0.0134795,0,0.020833,0.020833,-37,-37
3082,56384,26.3202,-0.0152392,-0.0118232,0,0.0192879,0.0192879,-37,-37
3083,56384,26.3278,-0.0159318,-0.00980768,0,0.0187086,0.0187086,-37,-37
3084,56384,26.3359,-0.0167503,-0.0102295,0,0.0196269,0.0196269,-36,-37
3085,56384,26.3437,-0.0164827,-0.0134326,0,0.021263,0.021263,-36,-36
3086,56384,26.3516,-0.0161994,-0.012542,0,0.0204871,0.0204871,-36,-36
3087,56384,26.3592,-0.0170651,-0.010042,0,0.0198005,0.0198005,-36,-36
3088,56384,26.3666,-0.017191,-0.0111045,0,0.0204656,0.0204656,-36,-36
3089,56384,26.3743,-0.0164827,-0.0120732,0,0.0204314,0.0204314,-36,-36
3090,56384,26.3821,-0.0136967,-0.0119482,0,0.0181758,0.0181758,-36,-36
3091,56384,26.3898,-0.0153022,-0.00819835,0,0.01736,0.01736,-36,-36
3092,56384,26.4058,-0.0159633,-0.011667,0,0.0197723,0.0197723,-36,-36
3093,56384,26.4131,-0.0170966,-0.0112295,0,0.0204547,0.0204547,-36,-36
3094,56384,26.4212,-0.0153652,-0.0121826,0,0.0196088,0.0196088,-36,-36
3095,56384,26.4288,-0.0145781,-0.0089952,0,0.01713,0.01713,-36,-36
3096,56384,26.437,-0.0126578,-0.00990143,0,0.0160704,0.0160704,-36,-36
3097,56384,26.4449,-0.0140587,-0.00924519,0,0.0168262,0.0168262,-36,-36
3098,56384,26.4527,-0.0157901,-0.0104795,0,0.0189512,0.0189512,-37,-37
3099,56384,26.4607,-0.0135078,-0.0121201,0,0.0181482,0.0181482,-38,-37
3100,56384,26.4683,-0.0127838,-0.00726087,0,0.0147019,0.0147019,-38,-38
3101,56384,26.4758,-0.0146096,-0.00779211,0,0.0165577,0.0165577,-39,-39
3102,56384,26.4842,-0.0165772,-0.011292,0,0.0200577,0.0200577,-39,-39
3103,56384,26.4919,-0.0150346,-0.00866708,0,0.0173539,0.0173539,-40,-39
3104,56384,26.4998,-0.0120282,-0.0081671,0,0.0145389,0.0145389,-40,-40
3105,56384,26.5078,-0.0221335,-0.0100889,0,0.0243244,0.0243244,-40,-40
3106,56384,26.5153,-0.0191743,-0.0175262,0,0.0259773,0.0259773,-40,-40
3107,56384,26.5232,-0.00949406,-0.0124795,0,0.0156804,0.0156804,-40,-40
3108,56384,26.5313,-0.0163253,-0.0163856,0,0.0231302,0.0231302,-40,-40
3109,56384,26.5388,-0.0114144,-0.0118389,0,0.0164453,0.0164453,-40,-40
3110,56384,26.547,-0.0162623,-0.0170731,0,0.0235787,0.0235787,-40,-40
3111,56384,26.5546,-0.00922647,-0.00947956,0,0.0132284,0.0132284,-40,-40
3112,56384,26.5625,-0.0164985,-0.00285474,0,0.0167436,0.0167436,-39,-40
3113,56384,26.5701,-0.0194261,-0.00697963,0,0.0206419,0.0206419,-39,-40
3114,56384,26.5783,-0.00921073,-0.0120576,0,0.0151731,0.0151731,-39,-39
3115,56384,26.5862,0.00870163,-0.00866708,0,0.0122816,0.0122816,-38,-39
3116,56384,26.594,0.00421567,-0.00141728,0,0.00444753,0.00444753,-38,-39
3117,56384,26.6021,-0.00489791,-0.00237038,0,0.00544134,0.00544134,-38,-38
3118,56384,26.6094,-0.0155068,-0.00662026,0,0.0168609,0.0168609,-38,-38
3119,56384,26.6166,-0.007983,-0.00643277,0,0.0102523,0.0102523,-38,-38
3120,56384,26.6246,0.0031296,0.000317053,0,0.00314562,0.00314562,-38,-38
3121,56384,26.6321,0.00150836,-8.91859e-05,0,0.00151099,0.00151099,-39,-39
3122,56384,26.6401,-0.010045,-0.00316723,0,0.0105325,0.0105325,-39,-39
3123,56384,26.6483,-0.0108949,-0.00552654,0,0.0122165,0.0122165,-40,-40
3124,56384,26.6559,-0.00543308,-0.0098858,0,0.0112804,0.0112804,-40,-40
3125,56384,26.6637,-0.00480347,-0.0122764,0,0.0131827,0.0131827,-40,-40
3126,56384,26.6719,-0.0125319,-0.014745,0,0.0193511,0.0193511,-40,-40
3127,56384,26.6796,-0.0158846,-0.0102139,0,0.018885,0.018885,-40,-40
3128,56384,26.6871,-0.010769,-0.0102764,0,0.0148854,0.0148854,-39,-40
3129,56384,26.6955,-0.00991904,-0.0124639,0,0.0159291,0.0159291,-39,-39
3130,56384,26.7031,-0.0146883,-0.0155888,0,0.0214186,0.0214186,-38,-39
3131,56384,26.7103,-0.0183401,-0.0126045,0,0.0222538,0.0222538,-38,-38
3132,56384,26.718,-0.0148615,-0.00668276,0,0.0162949,0.0162949,-38,-38
3133,56384,26.7264,-0.0123903,-0.00493281,0,0.0133361,0.0133361,-37,-38
3134,56384,26.7345,-0.0162938,-0.00888583,0,0.0185593,0.0185593,-38,-37
3135,56384,26.7422,-0.0172382,-0.0123545,0,0.0212083,0.0212083,-38,-38
3136,56384,26.7503,-0.012343,-0.0109326,0,0.0164886,0.0164886,-38,-38
3137,56384,26.7582,-0.00851816,-0.0081671,0,0.0118009,0.0118009,-39,-38
3138,56384,26.7659,-0.00987182,-0.00602653,0,0.011566,0.011566,-39,-39
3139,56384,26.774,-0.0130041,-0.00608903,0,0.0143591,0.0143591,-39,-39
3140,56384,26.7816,-0.00984034,-0.010042,0,0.0140597,0.0140597,-39,-39
3141,56384,26.7894,-0.006771,-0.00733899,0,0.00998535,0.00998535,-38,-39
3142,56384,26.7971,-0.00815614,-0.00652652,0,0.010446,0.010446,-37,-38
3143,56384,26.8055,-0.00903759,-0.00680776,0,0.0113148,0.0113148,-37,-37
